date,week,dow,status,total,in,out,101047091,102047091,103047091,104047091
2020-02-09,06,7,1,473,264,209,234,15,30,194
2020-02-10,07,1,,1129,589,540,565,16,24,524
2020-02-11,07,2,,995,516,479,485,16,31,463
2020-02-12,07,3,,1451,759,692,709,27,50,665
2020-02-13,07,4,,1087,571,516,539,13,32,503
2020-02-14,07,5,,1203,624,579,596,13,28,566
2020-02-15,07,6,1,872,472,400,403,30,69,370
2020-02-16,07,7,1,493,280,213,239,20,41,193
2020-02-17,08,1,,1015,526,489,505,15,21,474
2020-02-18,08,2,,1369,722,647,679,22,43,625
2020-02-19,08,3,,967,512,455,488,24,24,431
2020-02-20,08,4,,1371,714,657,680,28,34,629
2020-02-21,08,5,,1353,693,660,664,28,29,632
2020-02-22,08,6,5,687,358,329,317,27,41,302
2020-02-23,08,7,5,618,349,269,298,30,51,239
2020-02-24,09,1,4,1231,643,588,610,29,33,559
2020-02-25,09,2,4,992,527,465,493,20,34,445
2020-02-26,09,3,4,684,345,339,324,12,21,327
2020-02-27,09,4,4,661,341,320,317,8,24,312
2020-02-28,09,5,4,998,523,475,492,17,31,458
2020-02-29,09,6,5,375,196,179,176,8,20,171
2020-03-01,09,7,5,430,257,173,222,15,35,158
2020-03-02,10,1,4,579,289,290,274,16,15,274
2020-03-03,10,2,4,1095,581,514,549,26,32,488
2020-03-04,10,3,4,1179,625,554,575,24,50,530
2020-03-05,10,4,4,561,289,272,270,15,19,257
2020-03-06,10,5,4,1079,584,495,549,16,35,479
2020-03-07,10,6,5,550,297,253,261,18,36,235
2020-03-08,10,7,5,567,327,240,273,29,54,211
2020-03-09,11,1,,903,461,442,438,17,23,425
2020-03-10,11,2,,1126,586,540,558,23,28,517
2020-03-11,11,3,,1493,786,707,744,28,42,679
2020-03-12,11,4,,1451,750,701,711,31,39,670
2020-03-13,11,5,,1126,576,550,550,18,26,532
2020-03-14,11,6,1,877,451,426,400,42,51,384
2020-03-15,11,7,1,706,430,276,382,20,48,256
2020-03-16,12,1,,1188,615,573,571,25,44,548
2020-03-17,12,2,32,658,352,306,319,17,33,289
2020-03-18,12,3,32,560,303,257,274,17,29,240
2020-03-19,12,4,32,500,263,237,240,12,23,225
2020-03-20,12,5,32,500,273,227,247,7,26,220
2020-03-21,12,6,33,249,126,123,112,8,14,115
2020-03-22,12,7,33,114,62,52,54,2,8,50
2020-03-23,13,1,32,371,197,174,183,4,14,170
2020-03-24,13,2,32,398,205,193,191,9,14,184
2020-03-25,13,3,32,332,174,158,159,9,15,149
2020-03-26,13,4,32,365,191,174,167,16,24,158
2020-03-27,13,5,32,418,212,206,193,11,19,195
2020-03-28,13,6,33,250,131,119,112,12,19,107
2020-03-29,13,7,33,108,57,51,54,5,3,46
2020-03-30,14,1,32,313,170,143,142,6,28,137
2020-03-31,14,2,32,377,191,186,170,16,21,170
2020-04-01,14,3,32,399,202,197,178,9,24,188
2020-04-02,14,4,32,435,227,208,194,13,33,195
2020-04-03,14,5,32,455,239,216,214,13,25,203
2020-04-04,14,6,33,295,151,144,130,11,21,133
2020-04-05,14,7,33,191,103,88,88,14,15,74
2020-04-06,15,1,32,456,238,218,221,11,17,207
2020-04-07,15,2,32,473,242,231,219,8,23,223
2020-04-08,15,3,32,428,227,201,210,8,17,193
2020-04-09,15,4,32,471,252,219,230,6,22,213
2020-04-10,15,5,32,512,271,241,243,14,28,227
2020-04-11,15,6,33,384,209,175,184,12,25,163
2020-04-12,15,7,33,196,114,82,99,5,15,77
2020-04-13,16,1,34,256,136,120,119,8,17,112
2020-04-14,16,2,32,555,290,265,268,6,22,259
2020-04-15,16,3,32,536,285,251,258,15,27,236
2020-04-16,16,4,32,543,273,270,249,11,24,259
2020-04-17,16,5,32,563,296,267,276,12,20,255
2020-04-18,16,6,37,354,181,173,159,14,22,159
2020-04-19,16,7,37,155,81,74,65,10,16,64
2020-04-20,17,1,36,455,236,219,215,7,21,212
2020-04-21,17,2,36,529,273,256,241,22,32,234
2020-04-22,17,3,36,549,289,260,261,13,28,247
2020-04-23,17,4,36,641,333,308,306,21,27,287
2020-04-24,17,5,36,612,339,273,304,18,35,255
2020-04-25,17,6,37,393,209,184,178,12,31,172
2020-04-26,17,7,37,180,87,93,71,6,16,87
2020-04-27,18,1,36,428,229,199,200,11,29,188
2020-04-28,18,2,36,288,150,138,132,14,18,124
2020-04-29,18,3,36,600,307,293,264,19,43,274
2020-04-30,18,4,36,267,141,126,122,12,19,114
2020-05-01,18,5,38,107,54,53,39,4,15,49
2020-05-02,18,6,37,275,145,130,112,12,33,118
2020-05-03,18,7,37,282,149,133,113,15,36,118
2020-05-04,19,1,32,717,367,350,321,16,46,334
2020-05-05,19,2,32,699,372,327,317,19,55,308
2020-05-06,19,3,32,706,369,337,334,14,35,323
2020-05-07,19,4,32,760,408,352,367,18,41,334
2020-05-08,19,5,34,448,242,206,201,16,41,190
2020-05-09,19,6,33,499,270,229,238,12,32,217
2020-05-10,19,7,33,311,174,137,146,14,28,123
2020-05-11,20,1,32,979,525,454,471,25,54,429
2020-05-12,20,2,,992,537,455,484,26,53,429
2020-05-13,20,3,,603,309,294,292,16,17,278
2020-05-14,20,4,,929,499,430,453,13,46,417
2020-05-15,20,5,,801,434,367,395,20,39,347
2020-05-16,20,6,1,965,518,447,463,40,55,407
2020-05-17,20,7,1,874,507,367,446,38,61,329
2020-05-18,21,1,,1442,773,669,731,31,42,638
2020-05-19,21,2,,1553,830,723,774,38,56,685
2020-05-20,21,3,4,1590,842,748,787,42,55,706
2020-05-21,21,4,6,1017,567,450,499,48,68,402
2020-05-22,21,5,4,1126,602,524,544,33,58,491
2020-05-23,21,6,5,543,288,255,267,27,21,228
2020-05-24,21,7,5,854,482,372,403,29,79,343
2020-05-25,22,1,,1389,757,632,710,25,47,607
2020-05-26,22,2,,1537,829,708,772,21,57,687
2020-05-27,22,3,,1685,874,811,819,38,55,773
2020-05-28,22,4,,1561,820,741,781,35,39,706
2020-05-29,22,5,,1559,839,720,784,32,55,688
2020-05-30,22,6,1,1067,589,478,523,42,66,436
2020-05-31,22,7,1,913,524,389,461,48,63,341
2020-06-01,23,1,2,919,500,419,450,33,50,386
2020-06-02,23,2,,1642,884,758,826,22,58,736
2020-06-03,23,3,,1207,590,617,558,48,32,569
2020-06-04,23,4,,749,385,364,360,22,25,342
2020-06-05,23,5,,982,510,472,466,29,44,443
2020-06-06,23,6,1,1157,644,513,567,44,77,469
2020-06-07,23,7,1,347,167,180,139,21,28,159
2020-06-08,24,1,,650,352,298,352,298,0,0
2020-06-09,24,2,,691,362,329,340,11,22,318
2020-06-10,24,3,,826,426,400,403,25,23,375
2020-06-11,24,4,,1403,740,663,699,31,41,632
2020-06-12,24,5,,1292,671,621,630,31,41,590
2020-06-13,24,6,1,395,159,236,22,190,137,46
2020-06-14,24,7,1,741,392,349,339,34,53,315
2020-06-15,25,1,,1616,849,767,794,41,55,726
2020-06-16,25,2,,1732,906,826,840,32,66,794
2020-06-17,25,3,,1498,782,716,711,45,71,671
2020-06-18,25,4,,1537,795,742,750,44,45,698
2020-06-19,25,5,,1614,841,773,785,37,56,736
2020-06-20,25,6,1,1139,622,517,551,59,71,458
2020-06-21,25,7,1,846,450,396,397,48,53,348
2020-06-22,26,1,,1685,872,813,824,40,48,773
2020-06-23,26,2,,1920,1019,901,957,32,62,869
2020-06-24,26,3,,1840,956,884,907,50,49,834
2020-06-25,26,4,,1839,964,875,907,42,57,833
2020-06-26,26,5,,1608,848,760,792,35,56,725
2020-06-27,26,6,1,987,532,455,481,43,51,412
2020-06-28,26,7,1,750,406,344,356,37,50,307
2020-06-29,27,1,,1666,863,803,814,43,49,760
2020-06-30,27,2,,1996,1042,954,977,42,65,912
2020-07-01,27,3,,1561,810,751,761,32,49,719
2020-07-02,27,4,,1589,842,747,794,37,48,710
2020-07-03,27,5,,1556,794,762,743,37,51,725
2020-07-04,27,6,5,1103,607,496,542,49,65,447
2020-07-05,27,7,5,750,410,340,363,29,47,311
2020-07-06,28,1,4,1727,903,824,851,45,52,779
2020-07-07,28,2,4,1901,984,917,864,44,120,873
2020-07-08,28,3,4,1797,927,870,849,43,78,827
2020-07-09,28,4,4,1843,964,879,896,51,68,828
2020-07-10,28,5,4,1405,741,664,695,37,46,627
2020-07-11,28,6,5,802,422,380,371,30,51,350
2020-07-12,28,7,5,558,299,259,263,32,36,227
2020-07-13,29,1,4,1013,546,467,510,27,36,440
2020-07-14,29,2,6,810,441,369,393,33,48,336
2020-07-15,29,3,4,1556,814,742,760,20,54,722
2020-07-16,29,4,4,1657,837,820,784,35,53,785
2020-07-17,29,5,4,1521,802,719,748,31,54,688
2020-07-18,29,6,5,878,468,410,433,22,35,388
2020-07-19,29,7,5,693,380,313,339,34,41,279
2020-07-20,30,1,4,1473,746,727,719,32,27,695
2020-07-21,30,2,4,1726,905,821,848,49,57,772
2020-07-22,30,3,4,1277,661,616,619,29,42,587
2020-07-23,30,4,4,1639,863,776,826,29,37,747
2020-07-24,30,5,4,1395,715,680,672,41,43,639
2020-07-25,30,6,5,890,468,422,419,31,49,391
2020-07-26,30,7,5,564,304,260,265,27,39,233
2020-07-27,31,1,4,1467,743,724,691,38,52,686
2020-07-28,31,2,4,1428,744,684,695,40,49,644
2020-07-29,31,3,4,1524,821,703,774,36,47,667
2020-07-30,31,4,4,1422,748,674,706,51,42,623
2020-07-31,31,5,4,1104,582,522,546,23,36,499
2020-08-01,31,6,5,617,324,293,284,19,40,274
2020-08-02,31,7,5,511,290,221,242,19,48,202
2020-08-03,32,1,4,938,486,452,456,13,30,439
2020-08-04,32,2,4,1401,731,670,676,47,55,623
2020-08-05,32,3,4,1367,709,658,662,41,47,617
2020-08-06,32,4,4,1253,652,601,609,34,43,567
2020-08-07,32,5,4,1049,546,503,504,27,42,476
2020-08-08,32,6,5,668,339,329,302,30,37,299
2020-08-09,32,7,5,423,225,198,199,26,26,172
2020-08-10,33,1,4,1066,559,507,523,20,36,487
2020-08-11,33,2,4,1145,582,563,547,34,35,529
2020-08-12,33,3,4,1176,622,554,578,32,44,522
2020-08-13,33,4,4,931,472,459,428,31,44,428
2020-08-14,33,5,4,1124,579,545,529,28,50,517
2020-08-15,33,6,7,563,299,264,269,23,30,241
2020-08-16,33,7,5,435,230,205,201,23,29,182
2020-08-17,34,1,4,1216,629,587,598,28,31,559
2020-08-18,34,2,4,1451,749,702,710,27,39,675
2020-08-19,34,3,4,1425,748,677,707,41,41,636
2020-08-20,34,4,4,1315,692,623,656,25,36,598
2020-08-21,34,5,4,1165,586,579,556,34,30,545
2020-08-22,34,6,5,756,415,341,375,39,40,302
2020-08-23,34,7,5,706,384,322,331,35,53,287
2020-08-24,35,1,4,1591,828,763,790,31,38,732
2020-08-25,35,2,4,1873,954,919,903,37,51,882
2020-08-26,35,3,4,1756,905,851,847,47,58,804
2020-08-27,35,4,4,1766,931,835,863,34,68,801
2020-08-28,35,5,4,1027,514,513,482,31,32,482
2020-08-29,35,6,5,276,144,132,126,13,18,119
2020-08-30,35,7,5,437,255,182,209,12,46,170
2020-08-31,36,1,4,1589,834,755,786,32,48,723
2020-09-01,36,2,,2030,1047,983,998,29,49,954
2020-09-02,36,3,,2145,1116,1029,1060,42,56,987
2020-09-03,36,4,,2145,1136,1009,1082,30,54,979
2020-09-04,36,5,,2036,1060,976,1014,38,46,938
2020-09-05,36,6,1,1101,582,519,516,41,66,478
2020-09-06,36,7,1,781,417,364,380,33,37,331
2020-09-07,37,1,,1920,1019,901,965,26,54,875
2020-09-08,37,2,,2212,1131,1081,1072,44,59,1037
2020-09-09,37,3,,1971,1041,930,1005,34,36,896
2020-09-10,37,4,,2059,1067,992,1009,32,58,960
2020-09-11,37,5,,1904,983,921,937,28,46,893
2020-09-12,37,6,1,1126,606,520,540,49,66,471
2020-09-13,37,7,1,891,485,406,423,35,62,371
2020-09-14,38,1,,2121,1097,1024,1046,41,51,983
2020-09-15,38,2,,2524,1316,1208,1248,44,68,1164
2020-09-16,38,3,,2552,1318,1234,1246,55,72,1179
2020-09-17,38,4,,2248,1153,1095,1104,39,49,1056
2020-09-18,38,5,,2000,1055,945,992,33,63,912
2020-09-19,38,6,1,1024,538,486,488,40,50,446
2020-09-20,38,7,1,648,344,304,296,25,48,279
2020-09-21,39,1,,1639,860,779,819,23,41,756
2020-09-22,39,2,,1747,914,833,863,25,51,808
2020-09-23,39,3,,1925,987,938,942,37,45,901
2020-09-24,39,4,,1547,813,734,777,35,36,699
2020-09-25,39,5,,912,466,446,439,12,27,434
2020-09-26,39,6,1,481,253,228,222,20,31,208
2020-09-27,39,7,1,318,161,157,146,12,15,145
2020-09-28,40,1,,1433,725,708,678,28,47,680
2020-09-29,40,2,,1906,974,932,907,24,67,908
2020-09-30,40,3,,1997,1052,945,989,27,63,918
2020-10-01,40,4,,1630,858,772,811,34,47,738
2020-10-02,40,5,,889,464,425,443,14,21,411
2020-10-03,40,6,1,819,434,385,395,26,39,359
2020-10-04,40,7,1,510,272,238,229,14,43,224
2020-10-05,41,1,,1542,786,756,740,28,46,728
2020-10-06,41,2,,1245,638,607,606,20,32,587
2020-10-07,41,3,,1631,856,775,816,23,40,752
2020-10-08,41,4,,2010,1030,980,961,36,69,944
2020-10-09,41,5,,1762,916,846,868,30,48,816
2020-10-10,41,6,1,587,306,281,270,20,36,261
2020-10-11,41,7,1,559,311,248,259,24,52,224
2020-10-12,42,1,,1608,816,792,761,32,55,760
2020-10-13,42,2,,1809,939,870,875,33,64,837
2020-10-14,42,3,,1505,780,725,710,22,70,703
2020-10-15,42,4,,1352,685,667,650,22,35,645
2020-10-16,42,5,,1318,674,644,646,25,28,619
2020-10-17,42,6,5,774,427,347,373,26,54,321
2020-10-18,42,7,5,612,339,273,286,20,53,253
2020-10-19,43,1,4,1609,841,768,791,25,50,743
2020-10-20,43,2,4,1692,874,818,821,32,53,786
2020-10-21,43,3,4,1511,791,720,740,25,51,695
2020-10-22,43,4,4,1254,650,604,611,18,39,586
2020-10-23,43,5,4,774,396,378,365,17,31,361
2020-10-24,43,6,5,825,445,380,398,19,47,361
2020-10-25,43,7,5,614,335,279,286,31,49,248
2020-10-26,44,1,4,654,334,320,306,20,28,300
2020-10-27,44,2,4,1301,696,605,660,27,36,578
2020-10-28,44,3,4,1227,631,596,598,25,33,571
2020-10-29,44,4,4,1466,753,713,701,35,52,678
2020-10-30,44,5,36,911,487,424,434,18,53,406
2020-10-31,44,6,5,554,293,261,243,14,50,247
2020-11-01,44,7,39,388,216,172,166,15,50,157
2020-11-02,45,1,32,1314,676,638,608,23,68,615
2020-11-03,45,2,32,886,455,431,363,10,92,421
2020-11-04,45,3,32,997,517,480,491,12,26,468
2020-11-05,45,4,32,1062,560,502,526,12,34,490
2020-11-06,45,5,32,1136,593,543,552,11,41,532
2020-11-07,45,6,33,595,327,268,284,23,43,245
2020-11-08,45,7,33,334,191,143,154,7,37,136
2020-11-09,46,1,32,1221,645,576,610,13,35,563
2020-11-10,46,2,32,1385,722,663,688,20,34,643
2020-11-11,46,3,34,589,327,262,274,23,53,239
2020-11-12,46,4,32,1269,666,603,626,18,40,585
2020-11-13,46,5,32,1179,616,563,580,15,36,548
2020-11-14,46,6,33,761,418,343,379,24,39,319
2020-11-15,46,7,33,484,247,237,205,17,42,220
2020-11-16,47,1,32,946,510,436,477,13,33,423
2020-11-17,47,2,32,1292,672,620,635,27,37,593
2020-11-18,47,3,32,1223,633,590,596,20,37,570
2020-11-19,47,4,32,869,454,415,419,17,35,398
2020-11-20,47,5,32,1022,544,478,496,8,48,470
2020-11-21,47,6,33,742,410,332,331,20,79,312
2020-11-22,47,7,33,514,304,210,224,10,80,200
2020-11-23,48,1,32,1060,556,504,483,9,73,495
2020-11-24,48,2,32,1231,643,588,583,15,60,573
2020-11-25,48,3,32,1072,573,499,530,12,43,487
2020-11-26,48,4,32,1029,543,486,503,14,40,472
2020-11-27,48,5,32,1058,555,503,503,21,52,482
2020-11-28,48,6,33,879,469,410,403,26,66,384
2020-11-29,48,7,33,483,261,222,205,21,56,201
2020-11-30,49,1,32,1083,551,532,510,18,41,514
2020-12-01,49,2,32,749,393,356,357,12,36,344
2020-12-02,49,3,32,961,501,460,464,16,37,444
2020-12-03,49,4,32,1116,578,538,536,19,42,519
2020-12-04,49,5,32,515,256,259,237,23,19,236
2020-12-05,49,6,33,356,169,187,155,50,14,137
2020-12-06,49,7,33,310,159,151,141,36,18,115
2020-12-07,50,1,32,864,438,426,408,18,30,408
2020-12-08,50,2,32,1100,564,536,523,11,41,525
2020-12-09,50,3,32,850,439,411,400,9,39,402
2020-12-10,50,4,32,1020,536,484,495,12,41,472
2020-12-11,50,5,32,711,372,339,336,8,36,331
2020-12-12,50,6,33,232,117,115,96,7,21,108
2020-12-13,50,7,33,422,241,181,197,8,44,173
2020-12-14,51,1,32,1137,587,550,550,16,37,534
2020-12-15,51,2,32,1026,523,503,486,12,37,491
2020-12-16,51,3,,1192,619,573,570,18,49,555
2020-12-17,51,4,,1057,548,509,503,23,45,486
2020-12-18,51,5,,1001,514,487,492,9,22,478
2020-12-19,51,6,5,699,359,340,328,21,31,319
2020-12-20,51,7,5,263,145,118,126,10,19,108
2020-12-21,52,1,4,664,348,316,327,12,21,304
2020-12-22,52,2,4,901,470,431,450,8,20,423
2020-12-23,52,3,4,791,411,380,382,11,29,369
2020-12-24,52,4,4,488,256,232,235,5,21,227
2020-12-25,52,5,6,99,56,43,41,2,15,41
2020-12-26,52,6,5,294,155,139,136,11,19,128
2020-12-27,52,7,5,241,132,109,105,10,27,99
2020-12-28,53,1,4,560,294,266,276,11,18,255
2020-12-29,53,2,,551,300,251,268,9,32,242
2020-12-30,53,3,,583,299,284,279,15,20,269
2020-12-31,53,4,,355,184,171,165,6,19,165
2021-01-01,53,5,,124,72,52,57,4,15,48
2021-01-02,53,6,,301,158,143,142,15,16,128
2021-01-03,53,7,,193,103,90,86,5,17,85
2021-01-04,1,1,,899,464,435,443,11,21,424
