date,week,dow,smh1,drac1,eyb1,gre1,gre2
2014-08-29,35,5,2374,1066,534,855,1886
2014-08-30,35,6,1574,1170,385,589,1001
2014-08-31,35,7,1908,1261,446,657,836
2014-09-01,36,1,3047,1231,628,1165,2259
2014-09-02,36,2,3550,1296,694,1352,2674
2014-09-03,36,3,3839,1393,806,1342,2567
2014-09-04,36,4,3904,1180,713,1446,2655
2014-09-05,36,5,3378,1039,666,1266,2459
2014-09-06,36,6,2034,1063,586,660,1202
2014-09-07,36,7,2578,243,515,615,902
2014-09-08,37,1,4206,1092,727,1481,2624
2014-09-09,37,2,3123,1041,496,1180,2366
2014-09-10,37,3,4258,1050,750,1398,2735
2014-09-11,37,4,4509,706,693,1478,2844
2014-09-12,37,5,4120,929,625,1373,2737
2014-09-13,37,6,1687,1164,467,646,1190
2014-09-14,37,7,2482,1309,544,786,3791
2014-09-15,38,1,4329,961,663,1420,2605
2014-09-16,38,2,4915,1086,655,1579,2937
2014-09-17,38,3,4890,1045,649,1353,2689
2014-09-18,38,4,3452,512,343,1003,2241
2014-09-19,38,5,2954,560,399,1074,2274
2014-09-20,38,6,1580,1003,409,642,1192
2014-09-21,38,7,1956,932,409,514,906
2014-09-22,39,1,4413,805,605,1406,2579
2014-09-23,39,2,4935,1034,674,1526,2903
2014-09-24,39,3,3492,403,371,1061,2201
2014-09-25,39,4,4393,762,541,1353,2620
2014-09-26,39,5,3990,924,597,1344,2582
2014-09-27,39,6,1773,1017,427,733,1323
2014-09-28,39,7,2394,1294,555,617,971
2014-09-29,40,1,4095,722,551,1395,2610
2014-09-30,40,2,2901,387,296,955,2063
2014-10-01,40,3,5243,973,696,1430,2913
2014-10-02,40,4,5047,960,662,1598,2917
2014-10-03,40,5,4409,979,638,1394,2624
2014-10-04,40,6,1965,1016,533,671,1271
2014-10-05,40,7,1174,507,340,325,866
2014-10-06,41,1,4567,860,621,1406,2683
2014-10-07,41,2,4325,554,468,1297,2648
2014-10-08,41,3,5153,933,648,1464,2838
2014-10-09,41,4,4729,891,612,1428,2951
2014-10-10,41,5,3426,447,352,1048,2453
2014-10-11,41,6,1832,579,306,526,1145
2014-10-12,41,7,2021,721,411,532,877
2014-10-13,42,1,3384,374,351,963,2019
2014-10-14,42,2,4737,832,602,1377,2894
2014-10-15,42,3,5070,926,684,1441,2865
2014-10-16,42,4,4566,715,583,1411,2930
2014-10-17,42,5,4200,831,645,1360,2743
2014-10-18,42,6,1995,1152,546,753,1465
2014-10-19,42,7,2176,1226,560,615,1183
2014-10-20,43,1,4903,1075,693,1251,2380
2014-10-21,43,2,4852,939,581,1148,2458
2014-10-22,43,3,3047,265,289,681,1571
2014-10-23,43,4,4075,636,519,1011,2123
2014-10-24,43,5,3371,697,487,949,1931
2014-10-25,43,6,1208,855,388,514,967
2014-10-26,43,7,1465,827,446,520,934
2014-10-27,44,1,2058,788,559,896,1931
2014-10-28,44,2,2520,948,638,883,2284
2014-10-29,44,3,2396,938,584,843,1999
2014-10-30,44,4,2154,959,573,933,2379
2014-10-31,44,5,2151,875,566,865,1982
2014-11-01,44,6,1333,944,449,523,954
2014-11-02,44,7,1897,969,518,552,979
2014-11-03,45,1,3852,603,492,1276,2456
2014-11-04,45,2,2498,196,213,680,1719
2014-11-05,45,3,2101,176,187,573,1528
2014-11-06,45,4,3648,500,449,1050,2522
2014-11-07,45,5,3287,596,445,1151,2426
2014-11-08,45,6,1302,789,363,522,1176
2014-11-09,45,7,561,186,127,274,623
2014-11-10,46,1,1605,126,153,452,1117
2014-11-11,46,2,1181,535,365,456,823
2014-11-12,46,3,2563,267,237,745,1917
2014-11-13,46,4,3953,719,505,1263,2681
2014-11-14,46,5,3187,496,381,979,2394
2014-11-15,46,6,332,60,60,167,532
2014-11-16,46,7,1255,618,273,389,842
2014-11-17,47,1,2049,225,195,619,1496
2014-11-18,47,2,3324,368,336,1027,2333
2014-11-19,47,3,3862,692,475,1113,2446
2014-11-20,47,4,3532,690,470,1220,2672
2014-11-21,47,5,2824,671,449,1108,2500
2014-11-22,47,6,884,796,361,548,1033
2014-11-23,47,7,978,654,298,423,880
2014-11-24,48,1,3022,718,514,1196,2410
2014-11-25,48,2,2955,597,422,1244,2718
2014-11-26,48,3,2188,315,355,929,2073
2014-11-27,48,4,347,545,443,1238,2595
2014-11-28,48,5,2659,611,409,1117,2520
2014-11-29,48,6,749,557,266,482,1120
2014-11-30,48,7,296,143,108,216,561
2014-12-01,49,1,1493,196,205,596,1490
2014-12-02,49,2,2624,433,390,1025,2254
2014-12-03,49,3,2712,500,390,955,2301
2014-12-04,49,4,2223,313,279,896,2101
2014-12-05,49,5,2059,358,294,885,2029
2014-12-06,49,6,428,153,129,274,689
2014-12-07,49,7,354,184,107,180,490
2014-12-08,50,1,2504,467,347,972,2124
2014-12-09,50,2,2408,251,292,937,1219
2014-12-10,50,3,2459,451,374,924,2151
2014-12-11,50,4,2658,377,332,996,2278
2014-12-12,50,5,2510,411,292,985,2143
2014-12-13,50,6,1018,378,194,391,1114
2014-12-14,50,7,732,343,202,263,698
2014-12-15,51,1,3068,555,420,1030,2239
2014-12-16,51,2,3219,545,415,969,2431
2014-12-17,51,3,2285,283,235,735,1808
2014-12-18,51,4,2299,232,227,768,1870
2014-12-19,51,5,2398,574,382,893,2017
2014-12-20,51,6,816,472,240,392,1010
2014-12-21,51,7,841,575,264,292,716
2014-12-22,52,1,948,585,322,85,1233
2014-12-23,52,2,787,593,288,441,1145
2014-12-24,52,3,517,330,192,246,715
2014-12-25,52,4,207,121,73,111,235
2014-12-26,52,5,525,376,185,256,550
2014-12-27,52,6,71,52,27,42,242
2014-12-28,52,7,115,33,31,45,196
2014-12-29,01,1,322,161,101,186,455
2014-12-30,01,2,313,149,105,189,570
2014-12-31,01,3,323,170,120,193,545
2015-01-01,01,4,338,170,114,117,252
2015-01-02,01,5,511,302,126,246,588
2015-01-03,01,6,468,391,179,247,570
2015-01-04,01,7,386,158,120,125,387
2015-01-05,02,1,2600,589,439,1018,2151
2015-01-06,02,2,2848,520,451,1019,2358
2015-01-07,02,3,2773,516,393,774,2170
2015-01-08,02,4,2711,481,363,882,2300
2015-01-09,02,5,2546,381,294,903,2155
2015-01-10,02,6,1283,822,355,405,1067
2015-01-11,02,7,769,139,123,260,1041
2015-01-12,03,1,2979,643,475,962,2260
2015-01-13,03,2,3007,539,412,1057,2367
2015-01-14,03,3,2725,479,373,952,2246
2015-01-15,03,4,3179,624,375,1069,2437
2015-01-16,03,5,2091,281,216,683,1676
2015-01-17,03,6,435,103,88,185,533
2015-01-18,03,7,853,357,192,320,655
2015-01-19,04,1,2568,356,322,871,1931
2015-01-20,04,2,1789,172,194,634,1554
2015-01-21,04,3,2430,289,273,857,1907
2015-01-22,04,4,2638,388,342,965,2233
2015-01-23,04,5,2265,292,268,740,1805
2015-01-24,04,6,529,228,146,270,758
2015-01-25,04,7,480,126,82,165,451
2015-01-26,05,1,2638,383,330,903,1938
2015-01-27,05,2,2451,271,301,878,1970
2015-01-28,05,3,2910,525,349,929,2117
2015-01-29,05,4,1834,163,167,649,1485
2015-01-30,05,5,2055,245,195,683,1606
2015-01-31,05,6,561,252,138,279,672
2015-02-01,05,7,227,32,31,70,272
2015-02-02,06,1,1355,132,160,448,1095
2015-02-03,06,2,2150,265,284,781,1895
2015-02-04,06,3,1576,155,178,528,1373
2015-02-05,06,4,1748,174,184,574,1456
2015-02-06,06,5,1626,174,178,559,1394
2015-02-07,06,6,427,164,79,184,619
2015-02-08,06,7,403,178,72,146,444
2015-02-09,07,1,2266,481,226,635,1454
2015-02-10,07,2,2732,436,265,661,1173
2015-02-11,07,3,2552,540,343,627,1576
2015-02-12,07,4,2639,646,365,829,1645
2015-02-13,07,5,2173,474,304,688,1473
2015-02-14,07,6,513,219,130,242,692
2015-02-15,07,7,362,196,97,187,433
2015-02-16,08,1,1457,493,332,728,1326
2015-02-17,08,2,1501,430,282,760,1624
2015-02-18,08,3,1369,466,289,752,1395
2015-02-19,08,4,1806,726,451,775,1679
2015-02-20,08,5,1683,726,383,680,1515
2015-02-21,08,6,230,86,54,255,422
2015-02-22,08,7,429,115,49,155,398
2015-02-23,09,1,2072,248,241,698,1670
2015-02-24,09,2,2422,302,277,783,1891
2015-02-25,09,3,3329,564,406,727,2132
2015-02-26,09,4,3651,596,358,727,2215
2015-02-27,09,5,1784,192,144,553,1519
2015-02-28,09,6,1073,553,254,383,849
2015-03-01,09,7,445,96,40,130,436
2015-03-02,10,1,2160,249,221,638,1591
2015-03-03,10,2,2202,847,518,1072,2542
2015-03-04,10,3,2225,278,229,765,1857
2015-03-05,10,4,1873,471,392,1088,2314
2015-03-06,10,5,2890,767,433,1025,2285
2015-03-07,10,6,1246,895,370,501,1062
2015-03-08,10,7,1829,1016,496,481,838
2015-03-09,11,1,3364,927,538,1039,2292
2015-03-10,11,2,3689,882,537,886,2579
2015-03-11,11,3,3872,880,533,1204,2540
2015-03-12,11,4,3857,891,593,1483,2563
2015-03-13,11,5,3020,793,476,1031,2328
2015-03-14,11,6,498,236,114,275,692
2015-03-15,11,7,1166,564,281,321,709
2015-03-16,12,1,3518,863,564,1164,2373
2015-03-17,12,2,3763,909,629,1257,2588
2015-03-18,12,3,3961,1050,685,1233,2588
2015-03-19,12,4,3998,962,546,1233,2696
2015-03-20,12,5,2972,686,413,1067,2277
2015-03-21,12,6,665,382,185,331,811
2015-03-22,12,7,603,190,116,234,541
2015-03-23,13,1,3583,1010,575,1155,2494
2015-03-24,13,2,3579,922,589,1275,2716
2015-03-25,13,3,1717,201,173,614,1498
2015-03-26,13,4,3035,480,340,988,2221
2015-03-27,13,5,2880,524,371,1004,2222
2015-03-28,13,6,1451,841,434,590,1076
2015-03-29,13,7,1123,505,339,336,743
2015-03-30,14,1,1329,180,151,478,1350
2015-03-31,14,2,2861,684,422,963,2407
2015-04-01,14,3,3081,620,428,1040,2397
2015-04-02,14,4,3376,674,470,1105,2463
2015-04-03,14,5,2989,700,463,1075,2373
2015-04-04,14,6,457,189,99,217,596
2015-04-05,14,7,741,260,148,189,442
2015-04-06,15,1,1829,1253,524,549,636
2015-04-07,15,2,3703,1011,614,1316,2681
2015-04-08,15,3,4042,1141,716,1285,2759
2015-04-09,15,4,4365,1258,663,1361,2764
2015-04-10,15,5,3706,923,563,1234,2602
2015-04-11,15,6,2010,1203,528,745,1304
2015-04-12,15,7,2577,1376,597,651,961
2015-04-13,16,1,3015,1283,680,1059,2104
2015-04-14,16,2,3445,1378,791,1146,2226
2015-04-15,16,3,3271,1368,798,575,2073
2015-04-16,16,4,2252,610,411,820,1830
2015-04-17,16,5,1228,379,237,509,1196
2015-04-18,16,6,1242,690,344,459,884
2015-04-19,16,7,1212,785,282,379,749
2015-04-20,17,1,3656,952,507,928,1853
2015-04-21,17,2,4571,1519,754,1145,2319
2015-04-22,17,3,4577,1367,791,1114,2231
2015-04-23,17,4,4450,1194,730,889,2178
2015-04-24,17,5,4115,1370,765,1128,2164
2015-04-25,17,6,1302,479,202,422,866
2015-04-26,17,7,2047,889,407,642,976
2015-04-27,18,1,2439,404,354,735,1967
2015-04-28,18,2,2585,314,351,1004,2037
2015-04-29,18,3,4018,1021,617,1247,2514
2015-04-30,18,4,3940,1063,630,1412,2703
2015-05-01,18,5,335,36,36,73,303
2015-05-02,18,6,1791,1213,461,862,955
2015-05-03,18,7,935,360,175,229,582
2015-05-04,19,1,2897,573,464,1054,2110
2015-05-05,19,2,3171,670,524,1478,2422
2015-05-06,19,3,4056,1169,707,1024,2736
2015-05-07,19,4,4134,1039,752,1862,2824
2015-05-08,19,5,1203,687,300,458,884
2015-05-09,19,6,1578,758,372,874,920
2015-05-10,19,7,3020,1539,719,1100,1015
2015-05-11,20,1,4291,1140,739,1874,2646
2015-05-12,20,2,4491,1245,735,1441,2873
2015-05-13,20,3,4169,1182,771,1985,2770
2015-05-14,20,4,2294,1168,510,889,876
2015-05-15,20,5,340,54,51,225,507
2015-05-16,20,6,1037,532,252,774,827
2015-05-17,20,7,1907,1072,468,774,837
2015-05-18,21,1,4082,1223,811,1852,2620
2015-05-19,21,2,3210,679,532,1320,2469
2015-05-20,21,3,2885,624,398,1301,2269
2015-05-21,21,4,2598,511,326,1114,2132
2015-05-22,21,5,3074,900,511,1670,2463
2015-05-23,21,6,1451,1350,372,1029,1144
2015-05-24,21,7,2222,1022,515,785,873
2015-05-25,22,1,2144,785,621,852,959
2015-05-26,22,2,3123,610,473,996,2480
2015-05-27,22,3,3770,1324,722,1841,2697
2015-05-28,22,4,4164,1114,803,1589,3019
2015-05-29,22,5,3763,1002,737,2024,2855
2015-05-30,22,6,2081,1502,633,998,1268
2015-05-31,22,7,2287,985,465,885,1096
2015-06-01,23,1,3508,998,743,1985,2677
2015-06-02,23,2,3805,1224,707,1779,3054
2015-06-03,23,3,4130,1485,821,1852,3098
2015-06-04,23,4,3984,1107,747,1911,2999
2015-06-05,23,5,3419,789,633,1406,2593
2015-06-06,23,6,1481,1411,389,1820,1707
2015-06-07,23,7,1848,970,468,852,971
2015-06-08,24,1,3123,798,647,1563,2517
2015-06-09,24,2,3346,852,648,1685,2811
2015-06-10,24,3,3271,965,691,1748,2704
2015-06-11,24,4,4038,1212,845,1963,3002
2015-06-12,24,5,2300,544,323,1225,2035
2015-06-13,24,6,1624,1546,486,1004,1313
2015-06-14,24,7,1005,785,227,552,672
2015-06-15,25,1,2972,780,553,1771,2491
2015-06-16,25,2,2364,714,478,1653,2364
2015-06-17,25,3,3101,989,634,1885,2583
2015-06-18,25,4,3639,1041,725,1984,2807
2015-06-19,25,5,3045,785,554,1800,2420
2015-06-20,25,6,1704,1041,515,1221,1341
2015-06-21,25,7,2040,1210,517,1054,1118
2015-06-22,26,1,3453,852,741,1320,2772
2015-06-23,26,2,3290,745,649,1229,2752
2015-06-24,26,3,3754,1023,786,1345,2778
2015-06-25,26,4,3566,954,739,2022,2958
2015-06-26,26,5,3423,887,622,1450,2759
2015-06-27,26,6,1488,784,366,996,1197
2015-06-28,26,7,1651,1014,350,990,1036
2015-06-29,27,1,3089,852,749,1417,2611
2015-06-30,27,2,3311,874,775,1874,2797
2015-07-01,27,3,2966,855,685,1225,2610
2015-07-02,27,4,2984,740,671,1235,2628
2015-07-03,27,5,2677,725,539,1008,2272
2015-07-04,27,6,1038,599,338,774,879
2015-07-05,27,7,1059,445,258,741,719
2015-07-06,28,1,2639,632,582,1320,2045
2015-07-07,28,2,2499,785,508,1369,2133
2015-07-08,28,3,2647,711,581,1112,2075
2015-07-09,28,4,2875,884,699,1420,2277
2015-07-10,28,5,2679,785,578,1409,2050
2015-07-11,28,6,1107,445,290,720,853
2015-07-12,28,7,1074,745,272,650,671
2015-07-13,29,1,1603,628,389,1011,975
2015-07-14,29,2,1476,741,318,850,646
2015-07-15,29,3,2475,689,592,1503,1929
2015-07-16,29,4,2533,796,536,1452,2038
2015-07-17,29,5,2274,740,430,1396,1873
2015-07-18,29,6,958,804,309,650,784
2015-07-19,29,7,1231,852,299,655,700
2015-07-20,30,1,2410,740,510,1223,1773
2015-07-21,30,2,2413,732,489,1196,1863
2015-07-22,30,3,1897,710,442,1165,1708
2015-07-23,30,4,2479,1140,569,1320,1851
2015-07-24,30,5,1981,1008,434,1120,1627
2015-07-25,30,6,1026,852,356,814,802
2015-07-26,30,7,1293,485,341,633,776
2015-07-27,31,1,2319,1120,537,1205,1606
2015-07-28,31,2,2422,854,644,1520,1897
2015-07-29,31,3,1777,1009,440,1374,1574
2015-07-30,31,4,1956,1301,495,1441,1668
2015-07-31,31,5,1961,1158,495,1203,1613
2015-08-01,31,6,358,480,122,229,533
2015-08-02,31,7,1535,892,352,654,718
2015-08-03,32,1,1865,1400,558,1022,1452
2015-08-04,32,2,1716,852,487,1234,1505
2015-08-05,32,3,1919,874,496,1200,1524
2015-08-06,32,4,1643,712,419,1106,1497
2015-08-07,32,5,1465,680,352,1142,1317
2015-08-08,32,6,796,654,279,585,649
2015-08-09,32,7,368,221,72,441,364
2015-08-10,33,1,1217,480,306,589,1090
2015-08-11,33,2,1870,777,455,895,1375
2015-08-12,33,3,1617,741,462,941,1318
2015-08-13,33,4,1222,655,385,950,1225
2015-08-14,33,5,997,552,234,479,884
2015-08-15,33,6,514,320,127,243,491
2015-08-16,33,7,848,740,230,286,532
2015-08-17,34,1,1957,1230,500,767,1338
2015-08-18,34,2,1977,1410,546,890,1541
2015-08-19,34,3,2160,1740,564,939,1532
2015-08-20,34,4,2174,1320,559,957,1648
2015-08-21,34,5,2034,1118,526,800,1463
2015-08-22,34,6,1225,887,390,452,763
2015-08-23,34,7,759,552,201,328,645
2015-08-24,35,1,922,613,172,406,951
2015-08-25,35,2,2746,1224,629,1023,2003
2015-08-26,35,3,2915,1371,756,1072,1998
2015-08-27,35,4,2852,1109,680,1087,2089
2015-08-28,35,5,2543,840,646,1013,1999
2015-08-29,35,6,1371,596,403,570,957
2015-08-30,35,7,1606,785,401,606,957
2015-08-31,36,1,3131,1850,703,1242,2335
2015-09-01,36,2,1995,749,360,829,1954
2015-09-02,36,3,3007,877,639,1199,2454
2015-09-03,36,4,3229,963,584,1275,2570
2015-09-04,36,5,3253,924,629,1321,2610
2015-09-05,36,6,1264,423,385,560,1119
2015-09-06,36,7,2252,812,521,675,1054
2015-09-07,37,1,3829,1024,658,1381,2608
2015-09-08,37,2,4022,1077,740,1617,3022
2015-09-09,37,3,4041,1114,777,1590,2861
2015-09-10,37,4,4170,997,742,1575,2973
2015-09-11,37,5,3440,885,691,1470,2825
2015-09-12,37,6,1405,740,428,718,1203
2015-09-13,37,7,1897,490,351,539,810
2015-09-14,38,1,3040,593,416,1179,2290
2015-09-15,38,2,3947,774,613,1518,2776
2015-09-16,38,3,3937,730,544,1291,2591
2015-09-17,38,4,2274,412,250,821,1662
2015-09-18,38,5,3074,650,438,1092,2358
2015-09-19,38,6,1371,599,382,591,1090
2015-09-20,38,7,1500,622,418,578,835
2015-09-21,39,1,4300,841,688,1564,2814
2015-09-22,39,2,4333,924,698,1571,2954
2015-09-23,39,3,2450,450,293,904,1912
2015-09-24,39,4,4539,898,649,1562,2906
2015-09-25,39,5,3635,845,619,1388,2795
2015-09-26,39,6,1614,807,467,681,1277
2015-09-27,39,7,2047,931,525,684,918
2015-09-28,40,1,3965,766,621,1411,2684
2015-09-29,40,2,4230,869,614,1521,3002
2015-09-30,40,3,4469,1089,735,1557,2929
2015-10-01,40,4,4439,908,699,1566,2914
2015-10-02,40,5,3234,495,448,1257,2614
2015-10-03,40,6,844,344,205,405,892
2015-10-04,40,7,1712,743,353,550,1015
2015-10-05,41,1,3504,559,452,1246,2533
2015-10-06,41,2,2791,414,365,1117,2418
2015-10-07,41,3,2942,472,423,1105,2332
2015-10-08,41,4,4105,837,588,1558,2948
2015-10-09,41,5,3534,762,548,1368,2795
2015-10-10,41,6,1368,732,315,544,1309
2015-10-11,41,7,1836,854,421,615,965
2015-10-12,42,1,2954,524,415,1111,2244
2015-10-13,42,2,2434,311,267,981,2139
2015-10-14,42,3,3147,418,436,1228,2417
2015-10-15,42,4,3036,363,366,1208,2364
2015-10-16,42,5,2762,418,340,1167,2334
2015-10-17,42,6,1208,730,372,574,1122
2015-10-18,42,7,847,398,195,393,854
2015-10-19,43,1,3099,628,473,829,2114
2015-10-20,43,2,3292,576,455,959,2213
2015-10-21,43,3,3287,584,445,897,2030
2015-10-22,43,4,3578,628,503,1088,2182
2015-10-23,43,5,2918,721,460,901,2087
2015-10-24,43,6,956,729,264,458,1061
2015-10-25,43,7,1096,670,337,466,959
2015-10-26,44,1,2126,961,532,819,1901
2015-10-27,44,2,1969,571,442,864,2029
2015-10-28,44,3,1194,316,273,512,1347
2015-10-29,44,4,1830,638,440,791,1815
2015-10-30,44,5,1898,876,518,842,1866
2015-10-31,44,6,1142,860,365,479,1065
2015-11-01,44,7,1313,804,402,462,908
2015-11-02,45,1,3563,906,604,1384,2702
2015-11-03,45,2,2874,345,327,1215,2369
2015-11-04,45,3,3700,667,583,1297,2845
2015-11-05,45,4,3898,828,621,1485,2932
2015-11-06,45,5,3514,824,614,1338,2878
2015-11-07,45,6,1534,954,460,623,1350
2015-11-08,45,7,1937,1049,429,621,1043
2015-11-09,46,1,3598,877,627,1341,2715
2015-11-10,46,2,3807,757,640,1345,2858
2015-11-11,46,3,1698,911,399,556,1002
2015-11-12,46,4,3680,701,562,1408,2648
2015-11-13,46,5,3338,660,502,1213,2608
2015-11-14,46,6,1090,727,289,519,1120
2015-11-15,46,7,1380,776,419,505,885
2015-11-16,47,1,3513,773,586,1381,2730
2015-11-17,47,2,3789,789,593,1441,2944
2015-11-18,47,3,3624,789,583,1408,2881
2015-11-19,47,4,3798,783,558,1420,3001
2015-11-20,47,5,2274,320,291,965,2267
2015-11-21,47,6,276,61,64,203,623
2015-11-22,47,7,559,130,82,230,627
2015-11-23,48,1,3030,459,448,1099,2439
2015-11-24,48,2,3271,532,414,1232,2601
2015-11-25,48,3,1923,185,174,615,1515
2015-11-26,48,4,2475,244,256,952,2116
2015-11-27,48,5,2443,422,341,944,2277
2015-11-28,48,6,392,123,87,319,735
2015-11-29,48,7,187,32,30,124,394
2015-11-30,49,1,3002,599,445,1172,2489
2015-12-01,49,2,3233,673,465,1258,2697
2015-12-02,49,3,3206,621,453,1147,2476
2015-12-03,49,4,3310,579,511,1264,2596
2015-12-04,49,5,2696,436,399,1036,2489
2015-12-05,49,6,557,254,146,351,985
2015-12-06,49,7,769,378,236,322,829
2015-12-07,50,1,2934,684,515,1160,2458
2015-12-08,50,2,3259,584,499,1202,2618
2015-12-09,50,3,2527,350,323,923,2231
2015-12-10,50,4,3168,655,417,1242,2534
2015-12-11,50,5,2644,547,422,1060,2496
2015-12-12,50,6,896,596,220,458,1109
2015-12-13,50,7,694,390,194,314,856
2015-12-14,51,1,2771,557,439,1152,2467
2015-12-15,51,2,2980,473,412,1178,2590
2015-12-16,51,3,2899,542,423,1139,2454
2015-12-17,51,4,2903,586,469,1168,2577
2015-12-18,51,5,2306,499,402,1005,2323
2015-12-19,51,6,758,617,235,401,1028
2015-12-20,51,7,817,445,183,349,944
2015-12-21,52,1,804,287,241,455,740
2015-12-22,52,2,920,498,313,544,852
2015-12-23,52,3,856,604,311,498,789
2015-12-24,52,4,524,413,189,326,445
2015-12-25,52,5,260,211,131,182,197
2015-12-26,52,6,500,522,205,222,478
2015-12-27,52,7,639,546,195,211,789
2015-12-28,53,1,640,557,286,418,652
2015-12-29,53,2,317,241,150,255,285
2015-12-30,53,3,495,374,196,325,410
2015-12-31,53,4,261,133,105,219,293
