date,week,dow,smh1,drac1,eyb1,gre1,gre2
2011-05-06,18,5,3396,1073,602,1180,2165
2011-05-07,18,6,1645,1107,493,645,1022
2011-05-08,18,7,2559,1459,590,770,966
2011-05-09,19,1,3568,978,705,1415,2722
2011-05-10,19,2,3788,1144,756,1432,2851
2011-05-11,19,3,3751,1109,869,1397,2777
2011-05-12,19,4,3454,853,674,1311,2653
2011-05-13,19,5,3011,984,668,1328,2374
2011-05-14,19,6,822,489,305,363,916
2011-05-15,19,7,749,392,282,342,726
2011-05-16,20,1,3296,879,661,1315,2652
2011-05-17,20,2,3795,1199,790,1605,2869
2011-05-18,20,3,3569,1091,770,1481,2796
2011-05-19,20,4,3329,898,717,1462,2837
2011-05-20,20,5,3117,924,655,1239,2565
2011-05-21,20,6,1794,1114,531,701,1218
2011-05-22,20,7,2086,1121,586,726,1052
2011-05-23,21,1,3384,985,722,1349,2608
2011-05-24,21,2,3634,1147,856,1520,2953
2011-05-25,21,3,3650,1243,870,1408,2950
2011-05-26,21,4,3285,903,678,1415,2780
2011-05-27,21,5,2180,403,396,1020,2147
2011-05-28,21,6,2037,960,604,830,1303
2011-05-29,21,7,1961,1030,533,637,1043
2011-05-30,22,1,3151,941,700,1358,2621
2011-05-31,22,2,1806,334,300,756,1860
2011-06-01,22,3,1234,161,240,484,1224
2011-06-02,22,4,807,552,406,319,579
2011-06-03,22,5,1427,762,590,712,1239
2011-06-04,22,6,1155,772,372,494,808
2011-06-05,22,7,1229,657,334,388,642
2011-06-06,23,1,2962,808,617,1191,2456
2011-06-07,23,2,2094,423,392,965,2095
2011-06-08,23,3,1594,333,441,825,1576
2011-06-09,23,4,2990,857,782,1343,2560
2011-06-10,23,5,2545,656,593,1137,2252
2011-06-11,23,6,1163,707,398,537,910
2011-06-12,23,7,1796,1134,508,694,864
2011-06-13,24,1,2106,1166,623,798,1038
2011-06-14,24,2,3129,1000,793,1372,2684
2011-06-15,24,3,3179,1108,867,1300,2726
2011-06-16,24,4,2310,669,547,993,2171
2011-06-17,24,5,2052,527,399,829,2040
2011-06-18,24,6,597,288,164,423,734
2011-06-19,24,7,1722,1016,594,682,977
2011-06-20,25,1,3149,1128,810,1358,2483
2011-06-21,25,2,3187,988,719,1360,2693
2011-06-22,25,3,2187,596,512,954,2099
2011-06-23,25,4,2017,508,410,937,2013
2011-06-24,25,5,2576,858,613,1122,2279
2011-06-25,25,6,1487,1106,504,643,1100
2011-06-26,25,7,1677,896,476,541,958
2011-06-27,26,1,2695,936,744,1268,2495
2011-06-28,26,2,2818,998,676,1318,2536
2011-06-29,26,3,1772,488,407,760,1844
2011-06-30,26,4,2652,867,726,1214,2463
2011-07-01,26,5,2556,863,679,1194,2377
2011-07-02,26,6,1275,820,559,529,1079
2011-07-03,26,7,1649,1036,521,534,795
2011-07-04,27,1,2381,831,668,1009,2062
2011-07-05,27,2,2784,1055,403,1132,2347
2011-07-06,27,3,2748,1026,424,1243,2100
2011-07-07,27,4,2579,760,327,1035,2216
2011-07-08,27,5,2342,805,338,941,2144
2011-07-09,27,6,1179,914,222,560,1027
2011-07-10,27,7,1196,808,162,467,832
2011-07-11,28,1,2591,932,301,1031,1934
2011-07-12,28,2,2485,828,292,997,2007
2011-07-13,28,3,1091,207,88,397,1045
2011-07-14,28,4,1011,528,157,370,606
2011-07-15,28,5,1410,852,266,625,1003
2011-07-16,28,6,1113,867,214,447,763
2011-07-17,28,7,280,102,36,97,247
2011-07-18,29,1,2016,791,304,857,1570
2011-07-19,29,2,806,179,106,382,988
2011-07-20,29,3,1160,305,170,426,1043
2011-07-21,29,4,1739,587,280,736,1627
2011-07-22,29,5,1986,833,315,797,1800
2011-07-23,29,6,1055,566,279,880,867
2011-07-24,29,7,999,676,221,433,707
2011-07-25,30,1,1814,780,281,757,1667
2011-07-26,30,2,2032,852,280,834,1845
2011-07-27,30,3,1370,459,206,585,1403
2011-07-28,30,4,1659,728,254,737,1624
2011-07-29,30,5,1608,711,237,686,1677
2011-07-30,30,6,1004,784,189,446,794
2011-07-31,30,7,1263,847,215,464,719
2011-08-01,31,1,1692,954,320,755,1420
2011-08-02,31,2,1770,880,276,864,1605
2011-08-03,31,3,1529,812,257,789,1523
2011-08-04,31,4,1701,839,284,819,1475
2011-08-05,31,5,1485,701,225,688,1400
2011-08-06,31,6,929,648,172,427,621
2011-08-07,31,7,586,289,82,291,514
2011-08-08,32,1,1453,851,218,677,1328
2011-08-09,32,2,1429,753,224,711,1339
2011-08-10,32,3,1577,960,253,800,1389
2011-08-11,32,4,1711,924,262,787,1359
2011-08-12,32,5,1236,688,185,643,1233
2011-08-13,32,6,892,718,172,417,619
2011-08-14,32,7,757,600,137,331,504
2011-08-15,33,1,1201,824,208,408,497
2011-08-16,33,2,1522,814,234,743,1364
2011-08-17,33,3,1722,1027,306,729,1400
2011-08-18,33,4,1613,810,238,761,1405
2011-08-19,33,5,1516,686,227,620,1408
2011-08-20,33,6,847,622,142,414,800
2011-08-21,33,7,843,457,102,315,610
2011-08-22,34,1,1812,709,256,775,1510
2011-08-23,34,2,2030,793,309,866,1697
2011-08-24,34,3,2046,955,305,794,1649
2011-08-25,34,4,2211,906,283,831,1769
2011-08-26,34,5,1324,518,179,633,1259
2011-08-27,34,6,775,604,234,433,725
2011-08-28,34,7,1541,1062,312,484,790
2011-08-29,35,1,2393,1008,318,1024,2003
2011-08-30,35,2,2692,1131,398,1172,2292
2011-08-31,35,3,2764,1174,363,1209,2264
2011-09-01,35,4,2595,890,624,1141,2215
2011-09-02,35,5,2678,1001,585,1160,2310
2011-09-03,35,6,1009,709,483,492,968
2011-09-04,35,7,1243,598,452,432,628
2011-09-05,36,1,2857,620,475,1129,2066
2011-09-06,36,2,3675,1061,482,1457,2618
2011-09-07,36,3,3292,947,565,1303,2680
2011-09-08,36,4,3648,912,714,1460,2737
2011-09-09,36,5,3415,877,675,1288,2574
2011-09-10,36,6,1633,1038,658,583,1131
2011-09-11,36,7,1715,974,603,608,925
2011-09-12,37,1,3719,897,437,1430,2550
2011-09-13,37,2,4171,1088,368,1595,2909
2011-09-14,37,3,3476,658,450,1208,2338
2011-09-15,37,4,4087,1048,556,1536,2711
2011-09-16,37,5,3447,814,484,1352,2488
2011-09-17,37,6,927,590,522,489,1193
2011-09-18,37,7,733,256,403,268,771
2011-09-19,38,1,1673,160,419,529,1399
2011-09-20,38,2,3939,812,435,1454,2748
2011-09-21,38,3,4131,974,550,1560,2713
2011-09-22,38,4,4380,920,722,1508,2925
2011-09-23,38,5,3725,785,849,1312,2687
2011-09-24,38,6,1598,1048,536,562,1212
2011-09-25,38,7,2039,1013,415,605,966
2011-09-26,39,1,4425,942,394,1513,2767
2011-09-27,39,2,4888,1022,485,1527,3008
2011-09-28,39,3,4705,1033,567,1608,3216
2011-09-29,39,4,4892,902,640,1571,3448
2011-09-30,39,5,4194,830,594,1423,3017
2011-10-01,39,6,1797,1031,639,689,1523
2011-10-02,39,7,2090,1001,586,711,1311
2011-10-03,40,1,4750,902,431,1442,2814
2011-10-04,40,2,5033,913,312,1589,3123
2011-10-05,40,3,4762,822,465,1525,2920
2011-10-06,40,4,4502,730,623,1519,2881
2011-10-07,40,5,2951,287,700,967,2476
2011-10-08,40,6,505,182,445,237,696
2011-10-09,40,7,883,368,437,366,764
2011-10-10,41,1,2692,347,388,871,2202
2011-10-11,41,2,4595,867,441,1403,3206
2011-10-12,41,3,4480,869,520,1440,2840
2011-10-13,41,4,4186,652,525,1428,2981
2011-10-14,41,5,3604,532,311,1252,2653
2011-10-15,41,6,1827,1266,452,616,1167
2011-10-16,41,7,2072,1031,546,556,955
2011-10-17,42,1,4250,767,592,1433,2653
2011-10-18,42,2,4618,812,643,1520,2935
2011-10-19,42,3,2624,222,270,874,1810
2011-10-20,42,4,3500,440,461,1272,2450
2011-10-21,42,5,3295,546,452,1185,2311
2011-10-22,42,6,1057,727,366,626,1053
2011-10-23,42,7,1469,737,406,430,826
2011-10-24,43,1,2395,547,382,834,1821
2011-10-25,43,2,1482,202,176,531,1460
2011-10-26,43,3,2336,659,457,839,1897
2011-10-27,43,4,1884,625,448,852,1882
2011-10-28,43,5,1607,483,311,739,1704
2011-10-29,43,6,870,663,334,415,771
2011-10-30,43,7,1106,718,370,419,688
2011-10-31,44,1,1774,733,451,613,1086
2011-11-01,44,2,1445,1019,512,488,740
2011-11-02,44,3,3005,503,497,1016,2142
2011-11-03,44,4,3349,363,337,1131,2367
2011-11-04,44,5,1542,116,148,495,1268
2011-11-05,44,6,594,123,122,237,650
2011-11-06,44,7,1001,481,245,370,1013
2011-11-07,45,1,3732,550,497,1195,2468
2011-11-08,45,2,3651,407,416,1134,2561
2011-11-09,45,3,3895,672,589,1247,2669
2011-11-10,45,4,3744,568,492,1365,2519
2011-11-11,45,5,1387,741,447,514,833
2011-11-12,45,6,1156,732,370,527,961
2011-11-13,45,7,1306,714,345,490,841
2011-11-14,46,1,3557,589,476,1225,2517
2011-11-15,46,2,3684,533,448,1195,2543
2011-11-16,46,3,3426,557,502,1134,2518
2011-11-17,46,4,3482,524,444,1214,2542
2011-11-18,46,5,3023,436,436,1021,2272
2011-11-19,46,6,818,448,242,455,969
2011-11-20,46,7,1077,555,230,363,757
2011-11-21,47,1,3562,537,433,1119,2354
2011-11-22,47,2,3785,564,457,1238,2654
2011-11-23,47,3,3512,575,485,1132,2514
2011-11-24,47,4,3427,376,404,1144,2415
2011-11-25,47,5,3017,480,418,945,2246
2011-11-26,47,6,769,366,210,377,862
2011-11-27,47,7,820,366,198,324,668
2011-11-28,48,1,2980,396,412,980,2248
2011-11-29,48,2,3346,528,411,1080,2438
2011-11-30,48,3,3234,537,477,1083,2295
2011-12-01,48,4,3422,514,439,1119,2348
2011-12-02,48,5,2961,355,329,927,2161
2011-12-03,48,6,702,318,187,306,934
2011-12-04,48,7,577,185,129,195,692
2011-12-05,49,1,1909,139,200,544,1385
2011-12-06,49,2,2347,231,252,756,1905
2011-12-07,49,3,1636,116,147,521,1294
2011-12-08,49,4,3053,472,366,933,2111
2011-12-09,49,5,2771,397,320,869,2036
2011-12-10,49,6,786,428,273,345,964
2011-12-11,49,7,894,520,241,386,676
2011-12-12,50,1,1543,146,135,528,1319
2011-12-13,50,2,2760,311,304,827,2021
2011-12-14,50,3,2169,244,219,730,1697
2011-12-15,50,4,2476,272,227,821,1965
2011-12-16,50,5,1429,94,136,446,1271
2011-12-17,50,6,282,77,49,169,519
2011-12-18,50,7,184,31,27,91,298
2011-12-19,51,1,1063,183,185,428,1180
2011-12-20,51,2,710,63,158,302,828
2011-12-21,51,3,754,91,141,315,862
2011-12-22,51,4,659,209,217,363,1067
2011-12-23,51,5,516,253,143,312,894
2011-12-24,51,6,115,76,46,108,308
2011-12-25,51,7,166,109,37,108,202
2011-12-26,52,1,262,275,163,228,433
2011-12-27,52,2,407,278,177,272,675
2011-12-28,52,3,461,356,186,288,663
2011-12-29,52,4,321,125,117,242,547
2011-12-30,52,5,131,44,40,82,285
2011-12-31,52,6,62,22,16,34,194
2012-01-01,52,7,459,227,119,159,289
2012-01-02,01,1,399,114,118,254,677
2012-01-03,01,2,2057,421,350,764,1785
2012-01-04,01,3,1287,221,168,485,1151
2012-01-05,01,4,1222,133,168,483,1232
2012-01-06,01,5,1497,170,172,519,1392
2012-01-07,01,6,470,283,139,236,658
2012-01-08,01,7,504,250,141,193,470
2012-01-09,02,1,2400,450,336,898,2008
2012-01-10,02,2,2428,453,345,939,2237
2012-01-11,02,3,2312,454,389,844,1978
2012-01-12,02,4,2465,410,360,920,2162
2012-01-13,02,5,1882,277,294,767,1902
2012-01-14,02,6,499,316,140,265,720
2012-01-15,02,7,653,376,189,241,581
2012-01-16,03,1,2266,379,322,816,1941
2012-01-17,03,2,2242,379,340,913,2129
2012-01-18,03,3,2151,450,349,809,1938
2012-01-19,03,4,2297,367,315,878,1984
2012-01-20,03,5,1167,128,156,435,1241
2012-01-21,03,6,369,155,95,214,549
2012-01-22,03,7,656,346,139,272,541
2012-01-23,04,1,2471,508,347,886,2040
2012-01-24,04,2,2792,460,403,991,2126
2012-01-25,04,3,2558,426,382,832,1919
2012-01-26,04,4,2739,589,414,1038,2134
2012-01-27,04,5,1765,193,203,774,1674
2012-01-28,04,6,539,282,158,372,864
2012-01-29,04,7,469,224,113,220,559
2012-01-30,05,1,2264,310,279,781,1808
2012-01-31,05,2,1270,106,156,470,1224
2012-02-01,05,3,1673,189,207,599,1480
2012-02-02,05,4,1787,208,215,648,1597
2012-02-03,05,5,1373,149,154,468,1254
2012-02-04,05,6,284,58,53,167,444
2012-02-05,05,7,223,80,56,112,319
2012-02-06,06,1,1631,196,188,596,1409
2012-02-07,06,2,1639,130,165,577,1381
2012-02-08,06,3,1524,178,167,623,1262
2012-02-09,06,4,1642,190,198,728,1432
2012-02-10,06,5,1372,146,176,459,1302
2012-02-11,06,6,221,84,49,127,468
2012-02-12,06,7,195,79,38,88,304
2012-02-13,07,1,950,192,188,280,990
2012-02-14,07,2,1084,285,210,373,1198
2012-02-15,07,3,910,166,144,321,1022
2012-02-16,07,4,1186,277,223,476,1228
2012-02-17,07,5,1122,383,241,533,1231
2012-02-18,07,6,734,675,281,379,628
2012-02-19,07,7,439,256,128,188,493
2012-02-20,08,1,1977,359,267,742,1336
2012-02-21,08,2,2227,575,358,738,1539
2012-02-22,08,3,2211,566,360,765,1468
2012-02-23,08,4,2454,567,322,775,1613
2012-02-24,08,5,2231,628,383,782,1546
2012-02-25,08,6,815,700,321,368,641
2012-02-26,08,7,1047,436,231,347,582
2012-02-27,09,1,2703,660,429,1133,2009
2012-02-28,09,2,2957,645,472,1061,2225
2012-02-29,09,3,3052,756,595,1132,2224
2012-03-01,09,4,3238,787,538,1204,2308
2012-03-02,09,5,3164,805,562,1143,2277
2012-03-03,09,6,1677,1259,600,747,1131
2012-03-04,09,7,1494,897,470,522,887
2012-03-05,10,1,2095,293,316,782,1687
2012-03-06,10,2,2790,408,368,1031,2146
2012-03-07,10,3,2892,712,442,1050,2165
2012-03-08,10,4,2049,192,260,757,1783
2012-03-09,10,5,2745,648,428,977,2175
2012-03-10,10,6,1382,976,471,666,998
2012-03-11,10,7,1654,1019,476,620,791
2012-03-12,11,1,3071,742,525,1142,2223
2012-03-13,11,2,3416,897,527,1259,2528
2012-03-14,11,3,3569,1066,645,1228,2487
2012-03-15,11,4,3619,924,658,1361,2687
2012-03-16,11,5,3180,853,577,1121,2349
2012-03-17,11,6,1652,1105,600,678,1111
2012-03-18,11,7,432,193,105,155,411
2012-03-19,12,1,2310,421,308,853,1939
2012-03-20,12,2,3327,781,535,1188,2539
2012-03-21,12,3,3490,880,617,1152,2475
2012-03-22,12,4,3546,914,608,1250,2606
2012-03-23,12,5,3076,776,451,1122,2379
2012-03-24,12,6,1958,1349,692,678,1167
2012-03-25,12,7,2485,1380,703,762,968
2012-03-26,13,1,3553,1000,638,1318,2480
2012-03-27,13,2,3887,1177,742,1455,2886
2012-03-28,13,3,4036,1193,746,1374,2771
2012-03-29,13,4,3988,991,754,1454,2868
2012-03-30,13,5,3409,851,627,1258,2695
2012-03-31,13,6,1816,1291,654,765,1238
2012-04-01,13,7,1788,930,553,592,879
2012-04-02,14,1,3648,936,638,1341,2491
2012-04-03,14,2,3494,744,521,1223,2602
2012-04-04,14,3,2362,330,341,804,1897
2012-04-05,14,4,2762,576,462,908,2234
2012-04-06,14,5,2553,578,389,950,2037
2012-04-07,14,6,648,683,299,399,789
2012-04-08,14,7,643,321,152,276,472
2012-04-09,15,1,1564,1083,444,519,650
2012-04-10,15,2,1619,607,345,719,1667
2012-04-11,15,3,1389,386,323,560,1365
2012-04-12,15,4,1636,499,368,616,1536
2012-04-13,15,5,1462,469,307,595,1447
2012-04-14,15,6,333,157,94,207,526
2012-04-15,15,7,599,259,129,235,450
2012-04-16,16,1,1489,160,170,453,1099
2012-04-17,16,2,2750,579,494,769,1738
2012-04-18,16,3,2739,614,461,738,1613
2012-04-19,16,4,1751,207,203,539,1337
2012-04-20,16,5,2457,721,439,737,1631
2012-04-21,16,6,922,636,263,386,876
2012-04-22,16,7,1486,824,503,570,1046
2012-04-23,17,1,2777,673,464,992,2245
2012-04-24,17,2,2024,292,276,703,1916
2012-04-25,17,3,2893,624,472,932,2289
2012-04-26,17,4,3205,666,455,1116,2465
2012-04-27,17,5,3346,916,564,1218,2440
2012-04-28,17,6,1748,1089,531,626,1320
2012-04-29,17,7,1837,647,277,528,950
2012-04-30,18,1,1515,508,312,645,1317
2012-05-01,18,2,2760,1667,688,860,1349
2012-05-02,18,3,2172,493,385,780,1908
2012-05-03,18,4,3546,1095,640,1224,2646
2012-05-04,18,5,3089,808,603,1189,2461
2012-05-05,18,6,1013,684,411,448,1028
2012-05-06,18,7,1897,842,493,702,1056
2012-05-07,19,1,2872,1197,628,1059,1833
2012-05-08,19,2,1376,932,364,598,843
2012-05-09,19,3,2749,652,514,965,2294
2012-05-10,19,4,4058,1361,841,1440,2911
2012-05-11,19,5,3715,1064,714,1322,2825
2012-05-12,19,6,1056,534,422,501,1085
2012-05-13,19,7,1534,707,356,506,824
2012-05-14,20,1,3586,1078,737,1296,2726
2012-05-15,20,2,3258,862,581,1349,2794
2012-05-16,20,3,2877,567,460,1008,2279
2012-05-17,20,4,1977,1238,618,665,889
2012-05-18,20,5,1157,458,268,502,1115
2012-05-19,20,6,1509,978,519,546,992
2012-05-20,20,7,1314,765,385,489,844
2012-05-21,21,1,1569,251,208,545,1475
2012-05-22,21,2,1110,164,159,470,1284
2012-05-23,21,3,2606,640,519,929,2296
2012-05-24,21,4,3167,967,635,1232,2598
2012-05-25,21,5,2985,1017,614,1135,2601
2012-05-26,21,6,1561,1150,425,647,1143
2012-05-27,21,7,1106,700,358,366,639
2012-05-28,22,1,2471,1516,717,860,1048
2012-05-29,22,2,3493,1259,768,1420,2844
2012-05-30,22,3,3645,1266,869,1568,2971
2012-05-31,22,4,3337,975,769,1415,2910
2012-06-01,22,5,3238,1134,697,1443,2936
2012-06-02,22,6,1713,1119,499,625,1410
2012-06-03,22,7,652,416,258,353,753
2012-06-04,23,1,1737,442,323,743,1674
2012-06-05,23,2,3356,1191,781,1486,2882
2012-06-06,23,3,2246,649,529,920,2189
2012-06-07,23,4,3248,1017,761,1367,2865
2012-06-08,23,5,1931,429,317,840,2028
2012-06-09,23,6,1477,1045,467,642,1203
2012-06-10,23,7,1025,580,399,450,832
2012-06-11,24,1,2490,622,517,1059,2225
2012-06-12,24,2,1954,365,307,916,2022
2012-06-13,24,3,2080,637,514,927,2069
2012-06-14,24,4,3562,1238,773,1366,2801
2012-06-15,24,5,3063,1014,723,1324,2642
2012-06-16,24,6,1805,1286,622,760,1293
2012-06-17,24,7,1773,1030,533,668,1052
2012-06-18,25,1,2873,941,654,1254,2564
2012-06-19,25,2,2758,832,709,1216,2643
2012-06-20,25,3,2225,759,578,919,2141
2012-06-21,25,4,2956,886,750,1250,2661
2012-06-22,25,5,2692,918,679,1223,2590
2012-06-23,25,6,1578,1052,482,725,1276
2012-06-24,25,7,1824,1027,530,636,1011
2012-06-25,26,1,2458,694,527,1071,2239
2012-06-26,26,2,3076,1112,765,1361,2756
2012-06-27,26,3,2918,1095,778,1223,2641
2012-06-28,26,4,2976,977,688,1296,2764
2012-06-29,26,5,2502,912,619,1193,2610
2012-06-30,26,6,1139,770,329,522,1078
2012-07-01,26,7,302,136,166,193,521
2012-07-02,27,1,1138,283,229,500,1452
2012-07-03,27,2,2236,1038,636,1117,2522
2012-07-04,27,3,2415,1205,752,1151,2473
2012-07-05,27,4,1789,623,460,886,2217
2012-07-06,27,5,1755,842,529,806,2131
2012-07-07,27,6,1002,953,411,525,977
2012-07-08,27,7,1184,850,462,336,827
2012-07-09,28,1,2177,1122,643,919,2235
2012-07-10,28,2,2106,1032,688,924,2299
2012-07-11,28,3,1984,1017,634,871,2167
2012-07-12,28,4,2142,945,634,908,2325
2012-07-13,28,5,1594,779,468,664,1852
2012-07-14,28,6,932,664,288,312,707
2012-07-15,28,7,888,941,396,388,784
2012-07-16,29,1,1820,1070,657,887,1967
2012-07-17,29,2,2148,1246,730,1044,2213
2012-07-18,29,3,2212,1116,685,908,2139
2012-07-19,29,4,2212,1047,625,913,2263
2012-07-20,29,5,2230,879,508,704,1900
2012-07-21,29,6,1814,683,324,380,778
2012-07-22,29,7,999,885,411,405,791
2012-07-23,30,1,1814,1157,670,766,1938
2012-07-24,30,2,2032,1161,664,877,2132
2012-07-25,30,3,1370,1009,606,860,1871
2012-07-26,30,4,1659,969,611,804,2011
2012-07-27,30,5,1608,875,458,730,1786
2012-07-28,30,6,1004,607,361,329,777
2012-07-29,30,7,1263,795,366,397,772
2012-07-30,31,1,1692,1070,541,775,1645
2012-07-31,31,2,1770,1106,559,789,1819
2012-08-01,31,3,1529,952,591,785,1680
2012-08-02,31,4,1701,958,595,733,1698
2012-08-03,31,5,1485,863,465,729,1487
2012-08-04,31,6,929,737,334,416,757
2012-08-05,31,7,586,404,200,270,527
2012-08-06,32,1,1453,466,279,523,1109
2012-08-07,32,2,1679,556,552,956,1620
2012-08-08,32,3,1593,464,596,812,1459
2012-08-09,32,4,1698,457,565,765,1549
2012-08-10,32,5,1354,413,472,673,1362
2012-08-11,32,6,832,371,363,436,631
2012-08-12,32,7,915,383,358,418,575
2012-08-13,33,1,1330,447,468,675,1248
2012-08-14,33,2,1356,428,527,692,1387
2012-08-15,33,3,820,401,337,495,628
2012-08-16,33,4,1391,346,460,672,1324
2012-08-17,33,5,1324,357,408,642,1194
2012-08-18,33,6,641,304,316,402,670
2012-08-19,33,7,670,249,209,332,588
2012-08-20,34,1,1481,400,485,742,1424
2012-08-21,34,2,1526,412,515,837,1572
2012-08-22,34,3,1516,430,470,771,1519
2012-08-23,34,4,1585,706,504,850,1549
2012-08-24,34,5,1643,692,485,767,1495
2012-08-25,34,6,638,642,297,367,657
2012-08-26,34,7,1113,781,342,444,746
2012-08-27,35,1,2065,1163,704,1056,1852
2012-08-28,35,2,2134,985,744,979,2051
2012-08-29,35,3,1999,861,573,941,1950
2012-08-30,35,4,865,259,195,433,1023
2012-08-31,35,5,983,245,258,447,1241
2012-09-01,35,6,285,138,105,187,532
2012-09-02,35,7,1302,791,392,486,869
2012-09-03,36,1,2403,794,650,1030,2237
2012-09-04,36,2,2552,799,590,1265,2577
2012-09-05,36,3,2780,951,724,1172,2477
2012-09-06,36,4,3217,973,691,1452,2701
2012-09-07,36,5,3035,1013,661,1359,2598
2012-09-08,36,6,1418,1048,538,682,1230
2012-09-09,36,7,1287,1294,574,764,1061
2012-09-10,37,1,2741,1032,831,1508,2728
2012-09-11,37,2,2811,938,673,1618,2848
2012-09-12,37,3,1433,366,287,704,1651
2012-09-13,37,4,2776,698,570,1427,2645
2012-09-14,37,5,2596,807,623,1360,2640
2012-09-15,37,6,927,999,488,669,1042
2012-09-16,37,7,733,1222,563,657,1013
2012-09-17,38,1,1673,982,716,1609,2809
2012-09-18,38,2,3939,813,793,1475,2904
2012-09-19,38,3,4131,528,403,1052,2200
2012-09-20,38,4,4380,1154,723,1562,2855
2012-09-21,38,5,3725,785,632,1356,2725
2012-09-22,38,6,1598,586,381,550,922
2012-09-23,38,7,2039,988,621,672,965
2012-09-24,39,1,4425,145,190,545,1353
2012-09-25,39,2,4888,711,632,1415,2777
2012-09-26,39,3,4705,285,355,896,1995
2012-09-27,39,4,4892,681,607,1283,2529
2012-09-28,39,5,4194,806,597,1374,2627
2012-09-29,39,6,1797,146,130,259,654
2012-09-30,39,7,2090,473,301,477,816
2012-10-01,40,1,3520,609,514,1279,2481
2012-10-02,40,2,4024,822,691,1602,2962
2012-10-03,40,3,3922,877,674,1468,2898
2012-10-04,40,4,3941,689,671,1476,2867
2012-10-05,40,5,3489,827,720,1461,2720
2012-10-06,40,6,2063,750,486,718,1229
2012-10-07,40,7,1944,370,326,443,877
2012-10-08,41,1,3566,637,520,1267,2469
2012-10-09,41,2,3712,448,372,1019,2193
2012-10-10,41,3,3492,542,563,1208,2435
2012-10-11,41,4,4093,819,542,1429,2737
2012-10-12,41,5,2579,324,364,982,2109
2012-10-13,41,6,1633,993,440,706,1191
2012-10-14,41,7,1078,538,249,457,648
2012-10-15,42,1,2925,352,334,927,1974
2012-10-16,42,2,3877,757,592,1349,2560
2012-10-17,42,3,3770,614,507,1192,2530
2012-10-18,42,4,3941,597,484,1386,2662
2012-10-19,42,5,3640,729,492,1303,2630
2012-10-20,42,6,1609,1091,402,806,1403
2012-10-21,42,7,1577,883,409,679,921
2012-10-22,43,1,3976,632,489,1263,2473
2012-10-23,43,2,4308,953,604,1501,2881
2012-10-24,43,3,4112,895,644,1379,2860
2012-10-25,43,4,4121,833,592,1484,2827
2012-10-26,43,5,2524,339,260,905,1929
2012-10-27,43,6,324,86,66,166,468
2012-10-28,43,7,171,5,24,74,34
2012-10-29,44,1,1203,105,258,534,717
2012-10-30,44,2,1521,309,349,685,1364
2012-10-31,44,3,1134,218,229,508,1159
2012-11-01,44,4,639,360,152,373,542
2012-11-02,44,5,1082,594,317,516,952
2012-11-03,44,6,813,466,256,378,655
2012-11-04,44,7,491,291,173,226,505
2012-11-05,45,1,2872,429,309,738,1625
2012-11-06,45,2,2999,340,292,856,1809
2012-11-07,45,3,3446,734,470,983,1841
2012-11-08,45,4,3506,617,480,1051,2115
2012-11-09,45,5,3081,582,417,954,1914
2012-11-10,45,6,425,81,54,191,487
2012-11-11,45,7,475,122,72,181,469
2012-11-12,46,1,3210,414,383,1023,2206
2012-11-13,46,2,3744,586,488,1306,2673
2012-11-14,46,3,3780,791,551,1196,2617
2012-11-15,46,4,3873,702,481,1248,2553
2012-11-16,46,5,3061,519,468,1085,2287
2012-11-17,46,6,1027,625,326,440,933
2012-11-18,46,7,1365,693,358,505,813
2012-11-19,47,1,3377,627,491,1176,2368
2012-11-20,47,2,3534,610,497,1200,2634
2012-11-21,47,3,3314,519,465,1124,2407
2012-11-22,47,4,3493,566,474,1226,2493
2012-11-23,47,5,3025,550,472,1119,2391
2012-11-24,47,6,1081,634,274,470,1064
2012-11-25,47,7,881,400,197,401,784
2012-11-26,48,1,2900,354,344,939,2057
2012-11-27,48,2,1413,127,161,518,1249
2012-11-28,48,3,1542,135,168,517,1251
2012-11-29,48,4,1996,142,205,691,1611
2012-11-30,48,5,2325,293,300,808,1865
2012-12-01,48,6,622,215,183,315,829
2012-12-02,48,7,272,54,59,161,359
2012-12-03,49,1,1981,177,240,690,1530
2012-12-04,49,2,1708,156,194,635,1484
2012-12-05,49,3,2071,179,246,714,1672
2012-12-06,49,4,2295,257,298,807,1805
2012-12-07,49,5,1528,156,197,565,1395
2012-12-08,49,6,255,35,66,168,509
2012-12-09,49,7,366,92,96,202,434
2012-12-10,50,1,1211,94,194,493,1120
2012-12-11,50,2,1927,172,251,727,1696
2012-12-12,50,3,1916,226,282,706,1644
2012-12-13,50,4,2040,195,292,747,1746
2012-12-14,50,5,1886,219,244,722,1666
2012-12-15,50,6,673,213,171,310,840
2012-12-16,50,7,601,262,175,257,626
2012-12-17,51,1,1784,212,228,702,1548
2012-12-18,51,2,1696,205,236,693,1631
2012-12-19,51,3,2046,352,321,736,1790
2012-12-20,51,4,1771,190,241,624,1626
2012-12-21,51,5,1523,250,215,604,1520
2012-12-22,51,6,343,222,106,198,687
2012-12-23,51,7,438,338,175,189,432
2012-12-24,52,1,289,307,160,210,512
2012-12-25,52,2,128,116,43,105,180
2012-12-26,52,3,403,337,202,271,588
2012-12-27,52,4,207,128,125,200,600
2012-12-28,52,5,451,447,252,331,715
2012-12-29,52,6,422,553,215,244,463
2012-12-30,52,7,548,479,245,245,482
2012-12-31,01,1,414,442,217,267,547
